Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
499.833269863852 , 0.049263861264425515 , 0.0 , 14290000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , L , WAIT , 2941.0
C , L , WAIT , 2837.0
C , S , WAIT , 744.0
A , L , WAIT , 2053.0
A , S , WAIT , 1326.0
A , L , WAIT , 2973.0
A , S , WAIT , 3043.0
B , S , WAIT , 1685.0
A , L , WAIT , 311.0
B , L , WAIT , 2268.0
C , S , WAIT , 3043.0
B , L , WAIT , 40.0
A , L , WAIT , 3251.0
C , S , WAIT , 3479.0
B , L , WAIT , 417.0
A , S , WAIT , 1418.0
A , L , WAIT , 1621.0
C , L , WAIT , 3346.0
C , S , WAIT , 1505.0
A , L , WAIT , 3082.0
C , S , WAIT , 227.0
B , L , WAIT , 1640.0
B , L , WAIT , 361.0
A , L , WAIT , 11.0
C , S , WAIT , 119.0
A , S , WAIT , 1651.0
C , S , WAIT , 3384.0
C , L , WAIT , 1570.0
C , L , WAIT , 2205.0
C , L , WAIT , 2806.0
A , L , WAIT , 2118.0
A , S , WAIT , 1656.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
540.4503616620348 , 0.04716578631678347 , 0.0 , 14515000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , WAIT , 25.0
C , L , WAIT , 2719.0
B , S , WAIT , 827.0
C , L , WAIT , 2236.0
B , S , WAIT , 2222.0
C , S , WAIT , 142.0
A , S , WAIT , 2339.0
C , S , WAIT , 3262.0
A , L , WAIT , 3346.0
A , L , WAIT , 948.0
B , L , WAIT , 1993.0
A , S , WAIT , 622.0
A , L , WAIT , 3446.0
A , S , WAIT , 848.0
A , L , WAIT , 3466.0
A , L , WAIT , 3583.0
B , S , WAIT , 2977.0
C , S , WAIT , 3348.0
B , S , WAIT , 1650.0
A , S , WAIT , 3338.0
B , S , WAIT , 1460.0
C , L , WAIT , 2863.0
A , S , WAIT , 234.0
A , S , WAIT , 1374.0
C , L , WAIT , 739.0
C , L , WAIT , 1421.0
A , L , WAIT , 736.0
A , L , WAIT , 2062.0
B , L , WAIT , 2508.0
A , L , WAIT , 2122.0
A , S , WAIT , 3416.0
B , S , WAIT , 783.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
507.0906589584391 , 0.03452207952991048 , 0.0 , 13840000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , L , WAIT , 2897.0
A , S , WAIT , 2400.0
A , S , WAIT , 55.0
C , S , WAIT , 2918.0
C , S , WAIT , 3554.0
B , L , WAIT , 720.0
A , S , WAIT , 2651.0
A , S , WAIT , 3239.0
A , S , WAIT , 571.0
A , L , WAIT , 1533.0
A , L , WAIT , 1315.0
A , S , WAIT , 641.0
C , S , WAIT , 2340.0
A , L , WAIT , 2712.0
A , S , WAIT , 1354.0
A , S , WAIT , 2070.0
C , S , WAIT , 3337.0
A , S , WAIT , 1774.0
A , S , WAIT , 2109.0
B , L , WAIT , 1848.0
B , L , WAIT , 3082.0
C , L , WAIT , 2733.0
C , L , WAIT , 2151.0
C , L , WAIT , 2172.0
C , S , WAIT , 2014.0
A , S , WAIT , 2019.0
C , L , WAIT , 236.0
B , L , WAIT , 1176.0
C , L , WAIT , 860.0
A , L , WAIT , 3421.0
B , S , WAIT , 898.0
C , L , WAIT , 2802.0
A , L , WAIT , 1551.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
507.2743199704411 , 0.04255721146716766 , 0.0 , 14160000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , WAIT , 229.0
B , L , WAIT , 235.0
C , S , WAIT , 2264.0
B , L , WAIT , 594.0
A , L , WAIT , 2798.0
C , S , WAIT , 3346.0
A , L , WAIT , 700.0
C , S , WAIT , 493.0
C , L , WAIT , 1283.0
C , L , WAIT , 3010.0
C , S , WAIT , 26.0
C , L , WAIT , 3034.0
B , L , WAIT , 2614.0
C , L , WAIT , 2799.0
C , S , WAIT , 334.0
B , L , WAIT , 3508.0
B , L , WAIT , 2646.0
A , S , WAIT , 365.0
B , S , WAIT , 1746.0
A , L , WAIT , 2564.0
B , L , WAIT , 2731.0
C , S , WAIT , 1489.0
C , L , WAIT , 3078.0
C , S , WAIT , 2414.0
A , L , WAIT , 2780.0
A , L , WAIT , 873.0
B , L , WAIT , 1781.0
C , S , WAIT , 1636.0
B , S , WAIT , 2930.0
A , L , WAIT , 1364.0
A , L , WAIT , 3018.0
A , L , WAIT , 110.0
A , L , WAIT , 3577.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
452.41828642025513 , 0.06607378464343555 , 0.0 , 15510000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , WAIT , 1106.0
C , S , WAIT , 2444.0
A , L , WAIT , 188.0
B , L , WAIT , 3003.0
A , L , WAIT , 1272.0
C , L , WAIT , 3458.0
C , S , WAIT , 1240.0
A , L , WAIT , 429.0
A , L , WAIT , 3585.0
C , S , WAIT , 594.0
A , L , WAIT , 3375.0
B , L , WAIT , 636.0
B , S , WAIT , 2571.0
C , S , WAIT , 2595.0
A , S , WAIT , 2978.0
B , S , WAIT , 203.0
B , L , WAIT , 183.0
B , S , WAIT , 1118.0
C , L , WAIT , 3460.0
C , S , WAIT , 1084.0
C , L , WAIT , 2411.0
A , S , WAIT , 2908.0
A , S , WAIT , 1612.0
A , L , WAIT , 1266.0
A , L , WAIT , 59.0
C , S , WAIT , 1768.0
A , L , WAIT , 3348.0
A , S , WAIT , 2872.0
B , S , WAIT , 1327.0
A , L , WAIT , 1090.0
A , L , WAIT , 1609.0
B , S , WAIT , 1476.0
C , S , WAIT , 3256.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
515.7267069777178 , 0.01818154117453951 , 0.0 , 14385000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , WAIT , 151.0
B , S , WAIT , 2767.0
B , S , WAIT , 1091.0
C , S , WAIT , 76.0
B , S , WAIT , 3023.0
B , L , WAIT , 11.0
A , L , WAIT , 3431.0
A , S , WAIT , 1068.0
C , S , WAIT , 1988.0
C , L , WAIT , 2156.0
A , L , WAIT , 916.0
A , L , WAIT , 1489.0
B , L , WAIT , 3402.0
B , L , WAIT , 3125.0
C , L , WAIT , 2953.0
C , S , WAIT , 85.0
A , L , WAIT , 631.0
A , L , WAIT , 3415.0
A , L , WAIT , 419.0
B , L , WAIT , 3118.0
B , L , WAIT , 998.0
B , L , WAIT , 602.0
C , L , WAIT , 2421.0
A , L , WAIT , 1238.0
B , L , WAIT , 203.0
C , L , WAIT , 1453.0
B , L , WAIT , 2504.0
A , L , WAIT , 3252.0
C , L , WAIT , 595.0
B , S , WAIT , 756.0
A , L , WAIT , 327.0
A , L , WAIT , 3079.0
A , S , WAIT , 2580.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
460.1040553519091 , 0.06555777967502671 , 0.0 , 15960000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , L , WAIT , 2821.0
A , L , WAIT , 717.0
A , L , WAIT , 3324.0
C , L , WAIT , 1517.0
B , S , WAIT , 1890.0
A , L , WAIT , 3428.0
C , L , WAIT , 1316.0
C , L , WAIT , 2079.0
A , S , WAIT , 1733.0
A , S , WAIT , 2808.0
A , S , WAIT , 3403.0
B , S , WAIT , 2725.0
C , S , WAIT , 1508.0
A , S , WAIT , 2656.0
A , L , WAIT , 2690.0
C , L , WAIT , 2798.0
A , S , WAIT , 232.0
A , S , WAIT , 1040.0
B , S , WAIT , 1280.0
A , S , WAIT , 325.0
B , L , WAIT , 1592.0
A , S , WAIT , 3151.0
A , L , WAIT , 543.0
C , S , WAIT , 3095.0
A , S , WAIT , 1061.0
B , S , WAIT , 106.0
A , L , WAIT , 1877.0
B , S , WAIT , 2236.0
C , L , WAIT , 2330.0
A , S , WAIT , 1702.0
A , L , WAIT , 1298.0
B , L , WAIT , 818.0
C , L , WAIT , 2121.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
493.79119059116135 , 0.05336922350502704 , 0.0 , 14160000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , L , WAIT , 3171.0
A , S , WAIT , 594.0
A , S , WAIT , 3406.0
B , S , WAIT , 2302.0
A , S , WAIT , 2971.0
A , L , WAIT , 2892.0
A , S , WAIT , 2330.0
B , L , WAIT , 1598.0
B , S , WAIT , 992.0
C , S , WAIT , 1728.0
A , L , WAIT , 788.0
B , S , WAIT , 2852.0
A , S , WAIT , 1443.0
C , S , WAIT , 1188.0
C , S , WAIT , 1912.0
B , L , WAIT , 656.0
A , S , WAIT , 2245.0
B , S , WAIT , 478.0
A , L , WAIT , 3404.0
B , S , WAIT , 2228.0
C , S , WAIT , 1739.0
A , L , WAIT , 2299.0
C , S , WAIT , 1127.0
A , L , WAIT , 762.0
A , L , WAIT , 2581.0
A , L , WAIT , 923.0
A , L , WAIT , 2974.0
C , S , WAIT , 1037.0
B , L , WAIT , 3228.0
B , L , WAIT , 1544.0
C , S , WAIT , 2661.0
C , S , WAIT , 816.0
C , L , WAIT , 3363.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
553.7980746413225 , 0.03159349051713807 , 0.0 , 13710000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , S , WAIT , 3381.0
C , L , WAIT , 634.0
A , L , WAIT , 2603.0
B , L , WAIT , 2961.0
A , L , WAIT , 2213.0
A , L , WAIT , 1488.0
A , L , WAIT , 3004.0
B , L , WAIT , 3405.0
B , L , WAIT , 3500.0
C , S , WAIT , 3140.0
C , S , WAIT , 1115.0
A , L , WAIT , 447.0
B , L , WAIT , 2276.0
A , L , WAIT , 3600.0
C , L , WAIT , 1904.0
C , L , WAIT , 2079.0
C , L , WAIT , 394.0
C , L , WAIT , 2355.0
A , L , WAIT , 1014.0
C , S , WAIT , 2341.0
B , L , WAIT , 1088.0
A , S , WAIT , 651.0
A , L , WAIT , 1598.0
C , L , WAIT , 2963.0
A , L , WAIT , 3391.0
A , L , WAIT , 240.0
A , S , WAIT , 2774.0
B , L , WAIT , 449.0
B , S , WAIT , 1681.0
C , S , WAIT , 1647.0
A , S , WAIT , 3209.0
C , S , WAIT , 245.0
C , S , WAIT , 2752.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
414.17410313531957 , 0.03594555124073384 , 0.0 , 15510000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , S , WAIT , 2793.0
B , S , WAIT , 3037.0
C , S , WAIT , 1108.0
A , L , WAIT , 3049.0
B , L , WAIT , 189.0
B , L , WAIT , 668.0
A , L , WAIT , 2499.0
A , L , WAIT , 1177.0
B , S , WAIT , 844.0
B , L , WAIT , 864.0
A , L , WAIT , 288.0
C , S , WAIT , 3085.0
B , S , WAIT , 1585.0
B , L , WAIT , 968.0
A , L , WAIT , 2922.0
B , L , WAIT , 2568.0
B , L , WAIT , 3515.0
A , L , WAIT , 2322.0
A , L , WAIT , 3226.0
C , S , WAIT , 2369.0
C , L , WAIT , 1423.0
A , L , WAIT , 2634.0
C , L , WAIT , 2053.0
C , L , WAIT , 2298.0
A , S , WAIT , 1603.0
C , L , WAIT , 228.0
A , L , WAIT , 478.0
B , L , WAIT , 3386.0
C , S , WAIT , 3571.0
A , L , WAIT , 1408.0
C , S , WAIT , 263.0
B , S , WAIT , 431.0
C , L , WAIT , 2547.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
558.005515469561 , 0.0508593710295536 , 0.0 , 15510000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , WAIT , 936.0
A , S , WAIT , 467.0
A , S , WAIT , 3186.0
C , L , WAIT , 2538.0
A , S , WAIT , 959.0
C , L , WAIT , 1248.0
C , L , WAIT , 3567.0
C , S , WAIT , 626.0
A , L , WAIT , 1043.0
B , L , WAIT , 3389.0
A , S , WAIT , 1157.0
B , L , WAIT , 381.0
A , S , WAIT , 1801.0
A , L , WAIT , 2638.0
C , S , WAIT , 3366.0
B , S , WAIT , 3310.0
B , L , WAIT , 2838.0
C , S , WAIT , 1563.0
B , L , WAIT , 1926.0
C , S , WAIT , 2854.0
B , L , WAIT , 2477.0
B , L , WAIT , 2526.0
A , L , WAIT , 3423.0
A , S , WAIT , 2600.0
A , S , WAIT , 397.0
A , S , WAIT , 2497.0
A , S , WAIT , 115.0
C , L , WAIT , 3336.0
C , L , WAIT , 3225.0
C , L , WAIT , 2745.0
C , L , WAIT , 220.0
A , L , WAIT , 3569.0
B , L , WAIT , 3128.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
595.984536701158 , 0.056779312722789896 , 0.0 , 14835000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , WAIT , 1997.0
C , S , WAIT , 3126.0
C , S , WAIT , 1077.0
C , S , WAIT , 1063.0
B , S , WAIT , 308.0
B , L , WAIT , 3244.0
C , L , WAIT , 1785.0
A , L , WAIT , 2366.0
A , S , WAIT , 3095.0
B , S , WAIT , 2396.0
C , L , WAIT , 1632.0
B , L , WAIT , 2803.0
A , L , WAIT , 3008.0
A , L , WAIT , 1569.0
A , L , WAIT , 1249.0
A , L , WAIT , 2576.0
C , S , WAIT , 299.0
C , S , WAIT , 3337.0
A , L , WAIT , 2416.0
C , L , WAIT , 3146.0
A , S , WAIT , 1024.0
C , S , WAIT , 3204.0
A , L , WAIT , 1420.0
B , S , WAIT , 87.0
B , S , WAIT , 486.0
C , L , WAIT , 2607.0
A , L , WAIT , 447.0
A , S , WAIT , 3304.0
A , S , WAIT , 2222.0
A , S , WAIT , 3462.0
A , L , WAIT , 2934.0
B , S , WAIT , 2546.0
A , L , WAIT , 607.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
536.0994679108402 , 0.032491465307720784 , 0.0 , 14385000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , S , WAIT , 2907.0
C , S , WAIT , 3119.0
B , L , WAIT , 1879.0
C , S , WAIT , 2249.0
B , S , WAIT , 1594.0
B , L , WAIT , 3503.0
A , L , WAIT , 2763.0
C , L , WAIT , 758.0
A , L , WAIT , 2114.0
A , L , WAIT , 2187.0
A , S , WAIT , 425.0
A , L , WAIT , 336.0
A , L , WAIT , 3461.0
C , S , WAIT , 178.0
A , L , WAIT , 134.0
A , L , WAIT , 2390.0
B , L , WAIT , 1902.0
A , L , WAIT , 1794.0
B , L , WAIT , 3565.0
A , L , WAIT , 1919.0
C , L , WAIT , 3267.0
A , S , WAIT , 2073.0
C , L , WAIT , 1149.0
C , S , WAIT , 1657.0
B , S , WAIT , 3153.0
C , L , WAIT , 1823.0
B , S , WAIT , 3563.0
A , S , WAIT , 3073.0
C , S , WAIT , 360.0
C , S , WAIT , 346.0
A , L , WAIT , 2113.0
B , L , WAIT , 2774.0
C , L , WAIT , 1481.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
514.6426644367116 , 0.05823620015879495 , 0.0 , 15060000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , S , WAIT , 2168.0
C , L , WAIT , 2234.0
B , S , WAIT , 59.0
B , L , WAIT , 2480.0
A , L , WAIT , 171.0
C , S , WAIT , 2772.0
A , L , WAIT , 3210.0
A , L , WAIT , 1082.0
B , L , WAIT , 782.0
A , L , WAIT , 1446.0
C , S , WAIT , 2233.0
C , S , WAIT , 2871.0
A , L , WAIT , 1333.0
C , S , WAIT , 1456.0
A , S , WAIT , 376.0
C , S , WAIT , 3057.0
A , L , WAIT , 3171.0
A , L , WAIT , 1464.0
B , S , WAIT , 975.0
B , L , WAIT , 922.0
C , S , WAIT , 1364.0
C , S , WAIT , 323.0
B , L , WAIT , 1307.0
C , S , WAIT , 2898.0
B , L , WAIT , 2621.0
A , L , WAIT , 3070.0
A , L , WAIT , 246.0
A , L , WAIT , 2504.0
A , S , WAIT , 2510.0
C , L , WAIT , 1632.0
A , L , WAIT , 2529.0
B , L , WAIT , 3560.0
C , S , WAIT , 2212.0
A , L , WAIT , 1078.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
438.7455256143926 , 0.050998078941067206 , 0.0 , 15380000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , WAIT , 1913.0
A , L , WAIT , 3177.0
A , S , WAIT , 3090.0
A , S , WAIT , 1766.0
C , S , WAIT , 1346.0
A , L , WAIT , 744.0
A , S , WAIT , 2861.0
A , S , WAIT , 803.0
C , L , WAIT , 2032.0
B , L , WAIT , 130.0
A , S , WAIT , 1758.0
A , L , WAIT , 161.0
B , S , WAIT , 3430.0
B , S , WAIT , 2950.0
A , L , WAIT , 1377.0
B , S , WAIT , 688.0
C , S , WAIT , 3189.0
C , S , WAIT , 2151.0
A , S , WAIT , 1591.0
C , S , WAIT , 3503.0
A , L , WAIT , 2050.0
B , L , WAIT , 2278.0
C , S , WAIT , 1881.0
B , S , WAIT , 76.0
A , S , WAIT , 1101.0
C , L , WAIT , 745.0
B , L , WAIT , 495.0
B , S , WAIT , 315.0
C , L , WAIT , 2654.0
B , L , WAIT , 2214.0
C , S , WAIT , 172.0
C , L , WAIT , 999.0
A , L , WAIT , 950.0
C , L , WAIT , 3281.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
419.6018554687691 , 0.06532281123903126 , 0.0 , 14480000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , L , WAIT , 119.0
B , S , WAIT , 563.0
B , S , WAIT , 1513.0
C , L , WAIT , 2219.0
A , S , WAIT , 3458.0
A , L , WAIT , 2936.0
B , L , WAIT , 636.0
B , L , WAIT , 21.0
C , S , WAIT , 3124.0
A , L , WAIT , 64.0
C , L , WAIT , 355.0
A , L , WAIT , 1944.0
C , S , WAIT , 1569.0
A , S , WAIT , 508.0
A , L , WAIT , 3515.0
B , S , WAIT , 3405.0
A , L , WAIT , 2116.0
C , S , WAIT , 1693.0
B , S , WAIT , 1522.0
C , S , WAIT , 1049.0
A , L , WAIT , 1251.0
C , S , WAIT , 215.0
A , L , WAIT , 745.0
B , S , WAIT , 3589.0
B , S , WAIT , 2212.0
C , S , WAIT , 2745.0
A , L , WAIT , 1575.0
A , S , WAIT , 1405.0
A , L , WAIT , 3381.0
C , S , WAIT , 19.0
C , L , WAIT , 2934.0
C , S , WAIT , 2648.0
C , L , WAIT , 2923.0
A , L , WAIT , 643.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
451.59228095856525 , 0.03638261914485518 , 0.0 , 14705000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , S , WAIT , 2893.0
C , L , WAIT , 884.0
C , S , WAIT , 325.0
A , S , WAIT , 3090.0
C , L , WAIT , 3153.0
B , L , WAIT , 3210.0
A , S , WAIT , 937.0
C , L , WAIT , 1846.0
A , L , WAIT , 1557.0
C , L , WAIT , 2411.0
A , S , WAIT , 351.0
A , S , WAIT , 603.0
C , L , WAIT , 210.0
B , L , WAIT , 44.0
C , S , WAIT , 894.0
C , L , WAIT , 1275.0
A , S , WAIT , 922.0
C , S , WAIT , 3189.0
A , L , WAIT , 1340.0
B , S , WAIT , 180.0
B , L , WAIT , 2423.0
A , L , WAIT , 3489.0
C , L , WAIT , 1603.0
A , L , WAIT , 3180.0
B , S , WAIT , 3551.0
A , L , WAIT , 2712.0
A , S , WAIT , 1920.0
A , L , WAIT , 3127.0
B , S , WAIT , 3377.0
A , S , WAIT , 238.0
A , L , WAIT , 1439.0
C , L , WAIT , 2133.0
A , S , WAIT , 2651.0
A , S , WAIT , 1911.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
574.3064227064849 , 0.04435349314624739 , 0.0 , 14930000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , S , WAIT , 3180.0
A , L , WAIT , 2435.0
C , S , WAIT , 993.0
B , L , WAIT , 2260.0
A , S , WAIT , 2823.0
C , S , WAIT , 498.0
A , L , WAIT , 1162.0
C , S , WAIT , 2359.0
C , S , WAIT , 964.0
B , L , WAIT , 1457.0
C , L , WAIT , 1575.0
A , L , WAIT , 219.0
C , L , WAIT , 3539.0
A , S , WAIT , 2384.0
C , L , WAIT , 2678.0
B , L , WAIT , 195.0
B , S , WAIT , 398.0
C , S , WAIT , 3103.0
B , S , WAIT , 2071.0
C , L , WAIT , 2254.0
C , S , WAIT , 1072.0
A , L , WAIT , 2727.0
B , L , WAIT , 478.0
A , L , WAIT , 636.0
A , L , WAIT , 926.0
C , S , WAIT , 2127.0
A , L , WAIT , 149.0
A , L , WAIT , 1641.0
C , L , WAIT , 2731.0
B , S , WAIT , 3170.0
A , S , WAIT , 3553.0
C , S , WAIT , 3.0
C , L , WAIT , 1043.0
A , L , WAIT , 2768.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
373.4978793785022 , 0.03638667912974683 , 0.0 , 15155000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , WAIT , 1005.0
B , S , WAIT , 865.0
A , L , WAIT , 306.0
A , L , WAIT , 3529.0
A , L , WAIT , 1943.0
C , L , WAIT , 351.0
C , L , WAIT , 2410.0
C , S , WAIT , 3544.0
C , S , WAIT , 982.0
C , L , WAIT , 3261.0
C , L , WAIT , 121.0
A , S , WAIT , 3092.0
B , S , WAIT , 97.0
B , L , WAIT , 1808.0
A , L , WAIT , 2246.0
A , S , WAIT , 1658.0
C , L , WAIT , 603.0
B , L , WAIT , 546.0
A , S , WAIT , 2327.0
B , L , WAIT , 1825.0
A , S , WAIT , 1427.0
A , L , WAIT , 608.0
B , S , WAIT , 1301.0
C , S , WAIT , 2804.0
B , S , WAIT , 1242.0
C , S , WAIT , 41.0
C , L , WAIT , 1534.0
A , L , WAIT , 2369.0
C , S , WAIT , 1308.0
B , S , WAIT , 2393.0
A , L , WAIT , 3074.0
C , S , WAIT , 243.0
A , S , WAIT , 1217.0
B , S , WAIT , 3035.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
467.12673292390326 , 0.05726947689646844 , 0.0 , 14705000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , WAIT , 2324.0
A , L , WAIT , 2936.0
A , S , WAIT , 671.0
B , L , WAIT , 1422.0
C , L , WAIT , 1812.0
C , S , WAIT , 162.0
C , S , WAIT , 435.0
A , L , WAIT , 2184.0
B , L , WAIT , 2273.0
A , L , WAIT , 816.0
C , S , WAIT , 566.0
B , L , WAIT , 2703.0
B , S , WAIT , 955.0
A , S , WAIT , 1124.0
B , L , WAIT , 738.0
B , L , WAIT , 2256.0
A , S , WAIT , 2548.0
A , L , WAIT , 1628.0
C , L , WAIT , 1947.0
A , L , WAIT , 999.0
A , L , WAIT , 2419.0
C , S , WAIT , 214.0
A , L , WAIT , 1300.0
A , L , WAIT , 956.0
B , S , WAIT , 3596.0
C , L , WAIT , 582.0
C , L , WAIT , 3466.0
B , S , WAIT , 1817.0
A , L , WAIT , 1515.0
B , L , WAIT , 2462.0
C , S , WAIT , 1777.0
B , S , WAIT , 1445.0
C , L , WAIT , 2827.0
C , L , WAIT , 3511.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
433.547547562884 , 0.05961269126053688 , 0.0 , 15830000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , WAIT , 3021.0
A , L , WAIT , 1853.0
A , L , WAIT , 2346.0
B , S , WAIT , 599.0
A , L , WAIT , 644.0
C , L , WAIT , 303.0
B , L , WAIT , 1319.0
A , S , WAIT , 2364.0
A , L , WAIT , 1326.0
C , L , WAIT , 3024.0
A , L , WAIT , 3248.0
A , L , WAIT , 3022.0
C , L , WAIT , 2519.0
A , S , WAIT , 1118.0
A , S , WAIT , 3321.0
C , L , WAIT , 1214.0
C , L , WAIT , 1431.0
A , S , WAIT , 1496.0
C , L , WAIT , 2237.0
B , L , WAIT , 3209.0
B , L , WAIT , 208.0
C , L , WAIT , 1641.0
C , S , WAIT , 2886.0
B , S , WAIT , 1688.0
A , S , WAIT , 1860.0
B , S , WAIT , 375.0
C , S , WAIT , 2698.0
A , L , WAIT , 666.0
B , L , WAIT , 812.0
A , S , WAIT , 2584.0
B , S , WAIT , 1786.0
A , S , WAIT , 1436.0
C , L , WAIT , 446.0
A , L , WAIT , 1219.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
384.585455443643 , 0.04989302924936395 , 0.0 , 15605000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , WAIT , 668.0
B , L , WAIT , 2417.0
A , L , WAIT , 2369.0
A , L , WAIT , 654.0
C , L , WAIT , 2951.0
C , L , WAIT , 1651.0
C , S , WAIT , 1439.0
A , S , WAIT , 1853.0
A , S , WAIT , 433.0
C , S , WAIT , 2832.0
B , S , WAIT , 2596.0
C , S , WAIT , 887.0
C , S , WAIT , 1288.0
A , L , WAIT , 1678.0
A , S , WAIT , 2285.0
A , S , WAIT , 2688.0
A , S , WAIT , 2478.0
A , S , WAIT , 238.0
C , L , WAIT , 1528.0
C , L , WAIT , 1062.0
C , L , WAIT , 3573.0
B , L , WAIT , 2584.0
B , S , WAIT , 296.0
C , S , WAIT , 3565.0
A , S , WAIT , 1465.0
B , L , WAIT , 1404.0
B , L , WAIT , 2707.0
A , S , WAIT , 2962.0
A , L , WAIT , 3340.0
C , S , WAIT , 2077.0
B , S , WAIT , 1620.0
A , S , WAIT , 1608.0
A , L , WAIT , 3216.0
B , S , WAIT , 3368.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
564.9214126902161 , 0.063831073983072 , 0.0 , 14255000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , S , WAIT , 2952.0
B , S , WAIT , 2975.0
B , S , WAIT , 2631.0
B , L , WAIT , 2022.0
A , L , WAIT , 88.0
A , S , WAIT , 465.0
A , S , WAIT , 2607.0
B , S , WAIT , 3479.0
B , L , WAIT , 2459.0
A , L , WAIT , 1611.0
A , S , WAIT , 2326.0
B , S , WAIT , 900.0
C , L , WAIT , 713.0
C , L , WAIT , 2434.0
C , L , WAIT , 2084.0
B , L , WAIT , 1769.0
A , S , WAIT , 944.0
A , L , WAIT , 2283.0
A , L , WAIT , 3356.0
C , L , WAIT , 2109.0
A , L , WAIT , 68.0
C , L , WAIT , 3373.0
A , L , WAIT , 3464.0
C , L , WAIT , 1894.0
A , L , WAIT , 2560.0
C , L , WAIT , 2706.0
A , S , WAIT , 3105.0
A , S , WAIT , 1683.0
C , L , WAIT , 2637.0
C , S , WAIT , 2994.0
A , L , WAIT , 3044.0
A , L , WAIT , 215.0
B , L , WAIT , 2722.0
B , S , WAIT , 1857.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
558.0608410012866 , 0.023766150133432237 , 0.0 , 15605000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , L , WAIT , 1615.0
C , L , WAIT , 3546.0
B , L , WAIT , 2909.0
A , L , WAIT , 1090.0
A , S , WAIT , 1922.0
A , S , WAIT , 3499.0
A , S , WAIT , 299.0
A , S , WAIT , 1693.0
