Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
Linka C , Malý , S čakaním , 157.97390349434747
Linka C , Veľký , Bez čakania , 2491.141664791602
Linka C , Veľký , Bez čakania , 1440.5474672144665
Linka A , Veľký , Bez čakania , 99.66280315099834
Linka C , Veľký , S čakaním , 3407.3353454178355
Linka A , Malý , Bez čakania , 1074.2747052975158
Linka A , Veľký , Bez čakania , 3470.8682814509643
Linka B , Veľký , S čakaním , 1720.3101390049703
Linka C , Malý , Bez čakania , 2333.8458000974474
Linka B , Malý , Bez čakania , 2156.6371719796452
Linka C , Malý , Bez čakania , 1395.4774656122313
Linka B , Malý , Bez čakania , 1171.2430641013625
Linka C , Veľký , S čakaním , 2600.0630336794625
Linka C , Malý , S čakaním , 1965.5716039179267
Linka C , Malý , Bez čakania , 2995.593506158978
Linka B , Malý , Bez čakania , 1860.0768381749206
Linka B , Veľký , S čakaním , 1150.3864467751948
Linka B , Veľký , Bez čakania , 3513.948568486887
Linka A , Malý , S čakaním , 1865.4988843777228
Linka C , Veľký , S čakaním , 1472.485482130746
Linka A , Malý , Bez čakania , 537.0069829486381
Linka A , Malý , Bez čakania , 3527.843440348056
Linka B , Veľký , S čakaním , 1463.6055101211487
Linka A , Veľký , S čakaním , 2266.6419909423603
Linka B , Veľký , Bez čakania , 46.60888852107989
Linka B , Veľký , Bez čakania , 1256.1278093678056
Linka A , Veľký , Bez čakania , 2883.756349234203
Linka A , Veľký , Bez čakania , 789.7548724622812
Linka A , Malý , S čakaním , 1208.6886533807806
Linka A , Veľký , S čakaním , 1642.3219748388615
Linka B , Malý , Bez čakania , 19.811180615985258
Priemerný čas čakania, Percent nestihli
135.95315674878967 , 0.019021442382517514

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
Linka B , Veľký , Bez čakania , 1558.5338575180806
Linka B , Malý , Bez čakania , 2293.1438357018383
Linka A , Veľký , Bez čakania , 1049.3394802055727
Linka A , Malý , S čakaním , 1700.0222228327987
Linka A , Veľký , S čakaním , 2700.1848753559652
Linka C , Veľký , S čakaním , 976.3660469641085
Linka C , Veľký , S čakaním , 3359.3910373071085
Linka B , Veľký , S čakaním , 1858.6646677407136
Linka B , Veľký , Bez čakania , 1279.2438912872537
Linka A , Malý , Bez čakania , 1384.5278813974446
Linka A , Veľký , Bez čakania , 2089.549096736683
Linka B , Veľký , S čakaním , 455.1237637456263
Linka B , Veľký , Bez čakania , 231.64567532415498
Linka B , Veľký , S čakaním , 1929.2868056859588
Linka B , Veľký , S čakaním , 2757.7378634366623
Linka B , Veľký , S čakaním , 2811.5308431515637
Linka B , Veľký , S čakaním , 3458.615796295947
Linka A , Veľký , Bez čakania , 807.8082307178456
Linka B , Malý , Bez čakania , 732.1145620423675
Linka A , Veľký , S čakaním , 2512.9894842156273
Linka B , Malý , S čakaním , 2597.588572397502
Linka C , Veľký , S čakaním , 1678.27280397382
Linka C , Veľký , S čakaním , 3417.10404347289
Linka B , Malý , Bez čakania , 1211.4054595256564
Linka C , Veľký , S čakaním , 3039.124658904695
Linka B , Veľký , Bez čakania , 324.4946832056076
Linka C , Veľký , S čakaním , 334.48526908995336
Linka B , Malý , Bez čakania , 2667.8859317356914
Linka A , Veľký , S čakaním , 1738.71674163151
Linka C , Veľký , S čakaním , 3364.850504804955
Linka A , Malý , Bez čakania , 794.3011056330917
Linka C , Malý , S čakaním , 1738.7993768731706
Linka B , Veľký , S čakaním , 1802.272653498947
Linka B , Malý , Bez čakania , 1796.6683061924718
Linka B , Malý , S čakaním , 1931.1914680374484
Linka B , Veľký , S čakaním , 1602.368603413168
Linka A , Veľký , Bez čakania , 635.6375480672699
Linka C , Veľký , Bez čakania , 1712.534811536931
Linka B , Malý , Bez čakania , 1698.6322126979067
Linka C , Malý , Bez čakania , 1928.8853756427088
Linka C , Malý , Bez čakania , 3399.4945584971274
Linka A , Veľký , Bez čakania , 350.8571097167269
Linka A , Malý , S čakaním , 703.7658556474023
Linka C , Veľký , S čakaním , 2355.9720334858694
Linka A , Malý , S čakaním , 172.96332345504237
Linka C , Malý , Bez čakania , 1740.4674149400612
Linka A , Malý , Bez čakania , 2271.537757786562
Linka A , Malý , Bez čakania , 1352.1182205922612
Linka B , Veľký , Bez čakania , 1210.4661362254533
Linka B , Malý , Bez čakania , 1862.6491518213818
Linka B , Veľký , Bez čakania , 1703.2604558553792
Linka B , Malý , S čakaním , 643.9080426140912
Linka A , Veľký , S čakaním , 665.1566397853002
Linka A , Malý , Bez čakania , 793.0614461900358
Linka C , Malý , S čakaním , 1410.5686048659397
Linka B , Malý , S čakaním , 1198.917676294788
Linka B , Malý , S čakaním , 2552.6496151160945
Linka C , Malý , Bez čakania , 762.2621451205157
Linka B , Malý , S čakaním , 1532.4229111256655
Linka B , Veľký , S čakaním , 1004.6699367222217
Linka B , Malý , S čakaním , 1392.4178469701296
Linka C , Veľký , S čakaním , 3408.2991399596135
Linka A , Veľký , Bez čakania , 360.5216308021227
Linka A , Malý , S čakaním , 226.70889460312517
Priemerný čas čakania, Percent nestihli
215.17954221422536 , 0.008356252410674819

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
Linka C , Malý , S čakaním , 3285.6798453854212
Linka C , Malý , Bez čakania , 2209.660085516303
Linka B , Malý , S čakaním , 954.4743864243464
Linka C , Veľký , S čakaním , 2674.5845620997707
Linka C , Veľký , Bez čakania , 1170.7512826849154
Linka A , Veľký , S čakaním , 629.312917478351
Linka A , Malý , Bez čakania , 1822.748504148773
Linka B , Veľký , Bez čakania , 1225.3888653491729
Linka A , Veľký , Bez čakania , 1338.7624049425522
Linka C , Veľký , Bez čakania , 145.48920983643092
Linka B , Veľký , S čakaním , 351.1486725320076
Linka A , Malý , Bez čakania , 2036.4038828110035
Linka C , Malý , Bez čakania , 2502.9760624088913
Linka A , Malý , S čakaním , 2383.4579449309795
Linka A , Veľký , S čakaním , 2441.201042826099
Linka B , Veľký , Bez čakania , 2088.8201090752236
Linka C , Veľký , S čakaním , 601.1244294084205
Linka B , Veľký , Bez čakania , 3200.461046160635
Linka A , Veľký , S čakaním , 2848.1937468419483
Linka C , Veľký , S čakaním , 1204.9746909773041
Linka A , Malý , S čakaním , 2340.6693514906656
Linka C , Veľký , S čakaním , 3050.2708073911667
Linka C , Veľký , S čakaním , 1131.421791875323
Linka C , Malý , Bez čakania , 3496.1299219614216
Linka B , Veľký , Bez čakania , 63.81683721302531
Linka A , Veľký , Bez čakania , 1969.5623957560256
Linka C , Malý , Bez čakania , 672.4900032802457
Linka C , Veľký , S čakaním , 1638.6058109848407
Linka C , Veľký , Bez čakania , 3595.5049391101165
Linka C , Veľký , S čakaním , 2419.681779410944
Linka A , Malý , S čakaním , 3206.7402440991914
Linka C , Malý , S čakaním , 867.6701784148669
Linka C , Veľký , Bez čakania , 2217.6563952661822
Linka B , Malý , Bez čakania , 2188.2447175469724
Linka B , Malý , Bez čakania , 1965.725431752364
Linka C , Veľký , Bez čakania , 3434.253165772014
Linka B , Veľký , Bez čakania , 1867.2581223434113
Linka B , Malý , S čakaním , 1156.6873547600367
Linka B , Malý , Bez čakania , 2225.607741692216
Linka B , Veľký , Bez čakania , 946.6300393187995
Linka C , Malý , S čakaním , 2178.9340599720067
Linka B , Malý , S čakaním , 3343.5949088579555
Linka A , Malý , Bez čakania , 639.6962951352843
Linka A , Veľký , Bez čakania , 3282.1599017783583
Linka A , Veľký , S čakaním , 1157.6183786037493
Linka B , Veľký , S čakaním , 2105.4156733852565
Linka C , Malý , Bez čakania , 710.7865609645934
Linka A , Veľký , Bez čakania , 2352.182011653246
Linka B , Malý , S čakaním , 1500.2669195762455
Linka A , Malý , S čakaním , 2409.6231621738643
Linka A , Malý , S čakaním , 2109.876144460717
Linka A , Malý , S čakaním , 1267.4792223353795
Linka B , Malý , Bez čakania , 921.1283672278719
Linka B , Malý , S čakaním , 1605.2601146700404
Linka C , Malý , Bez čakania , 2121.4457101195608
Linka C , Veľký , S čakaním , 2357.353672951754
Linka B , Veľký , Bez čakania , 548.5102351496313
Linka B , Malý , Bez čakania , 161.8551812806381
Linka B , Veľký , Bez čakania , 1056.7734058493816
Linka A , Veľký , S čakaním , 3439.311660966159
Linka B , Veľký , S čakaním , 3027.5049016688613
Linka B , Veľký , Bez čakania , 2553.5748710068297
Linka A , Malý , Bez čakania , 2614.8478993355693
Linka C , Malý , Bez čakania , 3200.511375119681
Linka B , Veľký , S čakaním , 345.16493546646257
Priemerný čas čakania, Percent nestihli
223.07057326067698 , 0.030174863604152096

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
Linka C , Malý , S čakaním , 3391.861871536848
Linka B , Veľký , Bez čakania , 913.8539519548242
Linka A , Malý , S čakaním , 749.7086792247275
Linka C , Veľký , Bez čakania , 804.9385599627797
Linka A , Malý , Bez čakania , 1797.1939073654946
Linka A , Veľký , S čakaním , 2578.986821945573
Linka B , Malý , S čakaním , 107.73260965412553
Linka C , Malý , S čakaním , 414.5032826475758
Linka B , Veľký , S čakaním , 2554.9061504813267
Linka A , Malý , S čakaním , 2019.9509258085386
Linka B , Malý , S čakaním , 2192.8123518761763
Linka C , Malý , Bez čakania , 2942.479125359839
Linka B , Malý , Bez čakania , 1432.5756483951043
Linka C , Malý , S čakaním , 1870.4438013400522
Linka B , Veľký , Bez čakania , 1936.8403960904348
Linka A , Veľký , S čakaním , 453.98708895310665
Linka A , Malý , Bez čakania , 1818.720172075947
Linka B , Malý , S čakaním , 2397.703994980829
Linka C , Veľký , Bez čakania , 2163.5619958933394
Linka C , Malý , S čakaním , 1531.8479390445852
Linka B , Veľký , S čakaním , 1602.368603413168
Linka B , Veľký , Bez čakania , 1041.53933874961
Linka C , Malý , S čakaním , 721.4967166277968
Linka C , Malý , Bez čakania , 1714.1545768075944
Linka A , Malý , Bez čakania , 1301.8373984834193
Linka A , Veľký , Bez čakania , 513.6102057859393
Linka C , Veľký , S čakaním , 433.32777042364916
Linka C , Malý , S čakaním , 327.13578159139365
Linka B , Veľký , Bez čakania , 1778.9256753381796
Linka C , Veľký , S čakaním , 2514.844785974906
Linka A , Malý , Bez čakania , 743.5969422066189
Linka A , Veľký , Bez čakania , 1515.6051110453168
Linka B , Veľký , Bez čakania , 288.8342361832535
Linka A , Veľký , Bez čakania , 787.6366524993094
Linka C , Veľký , Bez čakania , 2176.1904076127944
Linka C , Veľký , S čakaním , 560.194986835481
Linka B , Veľký , S čakaním , 3032.8876196041947
Linka A , Malý , S čakaním , 1088.4570118132413
Linka C , Veľký , S čakaním , 2728.008489527146
Linka A , Veľký , S čakaním , 53.87559948743132
Linka A , Veľký , Bez čakania , 425.7476780035443
Linka C , Veľký , S čakaním , 2967.3310510578503
Linka B , Malý , S čakaním , 2108.429103224702
Linka C , Veľký , Bez čakania , 1127.5198674116923
Linka C , Veľký , S čakaním , 1366.622424484841
Linka C , Veľký , Bez čakania , 1182.823996666052
Linka C , Veľký , S čakaním , 126.89814120001247
Linka A , Veľký , Bez čakania , 3370.1770796980404
Linka B , Veľký , S čakaním , 1702.2009795414297
Linka A , Malý , Bez čakania , 3202.6906963123706
Linka B , Malý , S čakaním , 1648.165989567399
Linka C , Malý , S čakaním , 2917.4799421074886
Linka C , Veľký , Bez čakania , 1816.331387573044
Linka A , Malý , Bez čakania , 1396.0529698253563
Linka C , Malý , S čakaním , 2948.951646545387
Linka C , Malý , S čakaním , 1669.9797350851215
Linka A , Veľký , Bez čakania , 2584.140700937034
Linka C , Veľký , S čakaním , 283.4672664469778
Linka B , Veľký , S čakaním , 918.4460691154308
Linka A , Veľký , Bez čakania , 99.66280315099834
Linka A , Veľký , S čakaním , 866.9941389013588
Linka C , Malý , S čakaním , 489.8340229072281
Linka B , Veľký , Bez čakania , 1922.718987574631
Linka A , Malý , Bez čakania , 2907.0033183345076
Linka C , Veľký , Bez čakania , 1647.1422560062863
Linka C , Malý , S čakaním , 1328.0827630540698
Priemerný čas čakania, Percent nestihli
163.2696247632519 , 0.017036249529838732

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
Linka C , Veľký , Bez čakania , 1305.926421353623
Linka A , Veľký , S čakaním , 3598.8126229203745
Linka A , Veľký , Bez čakania , 2672.360293822829
Linka B , Veľký , Bez čakania , 2588.654325171544
Linka A , Veľký , S čakaním , 98.55989232621792
Linka B , Veľký , Bez čakania , 2560.8521805647274
Linka B , Malý , S čakaním , 1420.6386492529884
Linka C , Veľký , S čakaním , 942.865927992001
Linka A , Veľký , S čakaním , 2182.304835271103
Linka A , Malý , Bez čakania , 794.3011056330917
Linka C , Malý , S čakaním , 2381.0072896293004
Linka A , Veľký , S čakaním , 2544.719494772844
Linka A , Malý , Bez čakania , 1017.9118732054658
Linka C , Veľký , S čakaním , 124.42603262757763
Linka A , Veľký , S čakaním , 2909.4029001718486
Linka A , Malý , S čakaním , 1882.16092758288
Linka A , Malý , Bez čakania , 1324.5453224234095
Linka A , Veľký , Bez čakania , 2774.8294424197984
Linka C , Malý , Bez čakania , 2957.1070900804625
Linka B , Malý , Bez čakania , 1386.2509268345304
Linka A , Malý , Bez čakania , 2716.8706982588883
Linka B , Veľký , Bez čakania , 305.0974521393499
Linka C , Malý , S čakaním , 2159.7418005477007
Linka C , Veľký , Bez čakania , 3025.3656665936337
Linka A , Malý , S čakaním , 3214.852795299026
Linka A , Malý , Bez čakania , 1545.136103915582
Linka B , Malý , S čakaním , 1859.8785178255655
Linka B , Malý , Bez čakania , 1243.4980806828332
Linka B , Malý , Bez čakania , 740.0693425595362
Linka B , Malý , Bez čakania , 2788.352697095479
Linka B , Malý , S čakaním , 3077.461274223556
Linka C , Malý , Bez čakania , 1449.1517811790452
Linka B , Malý , S čakaním , 2977.0912178333183
Linka C , Veľký , Bez čakania , 1414.791477623413
Linka C , Malý , Bez čakania , 437.3532571178737
Linka C , Veľký , S čakaním , 1858.2368197426651
Linka B , Malý , Bez čakania , 43.090845333048875
Linka B , Malý , S čakaním , 2118.686859839521
Linka C , Malý , Bez čakania , 632.6088171121376
Linka C , Malý , S čakaním , 601.1309687663963
Linka A , Malý , S čakaním , 3206.7402440991914
Linka C , Veľký , S čakaním , 3407.3353454178355
Linka B , Veľký , Bez čakania , 2237.087789555365
Linka B , Malý , S čakaním , 2672.5733640207627
Linka B , Malý , Bez čakania , 1935.0014304493188
Linka C , Malý , S čakaním , 1469.6289227223317
Linka C , Veľký , Bez čakania , 109.92770141537211
Linka C , Malý , S čakaním , 3531.018345984212
Linka A , Veľký , Bez čakania , 549.0301403224889
Linka C , Veľký , Bez čakania , 2176.1904076127944
Linka A , Veľký , Bez čakania , 2971.608255106015
Linka B , Malý , Bez čakania , 962.9448055011992
Linka B , Veľký , S čakaním , 66.88302022314647
Linka B , Veľký , Bez čakania , 2101.105914373646
Linka A , Malý , Bez čakania , 2928.7450252323933
Linka B , Malý , Bez čakania , 1698.6322126979067
Linka A , Veľký , Bez čakania , 3160.2897322822164
Linka B , Malý , S čakaním , 212.84156810473394
Linka B , Malý , S čakaním , 3275.8622905292145
Linka B , Veľký , Bez čakania , 288.8342361832535
Linka A , Veľký , S čakaním , 2330.6667984706132
Linka B , Malý , S čakaním , 2661.2016202773066
Linka A , Malý , Bez čakania , 2092.7687836744008
Linka B , Veľký , S čakaním , 3000.0679905383413
Linka A , Malý , Bez čakania , 1278.6917986514227
Linka B , Malý , S čakaním , 682.534779973552
Linka B , Veľký , S čakaním , 3163.908328857436
Priemerný čas čakania, Percent nestihli
169.3095735376112 , 0.0176218200393057

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
Linka A , Veľký , S čakaním , 910.2534999468816
Linka C , Malý , Bez čakania , 2892.6678174229146
Linka C , Malý , Bez čakania , 3071.6040186722544
Linka B , Veľký , Bez čakania , 286.30705377353877
Linka B , Veľký , S čakaním , 2029.584100152183
Linka C , Malý , Bez čakania , 1959.7992785339552
Linka A , Malý , S čakaním , 71.43758199735947
Linka A , Malý , S čakaním , 1684.9649047079656
Linka A , Malý , Bez čakania , 3078.5965064522866
Linka B , Veľký , S čakaním , 1384.2248669089147
Linka C , Malý , S čakaním , 1965.5716039179267
Linka B , Malý , S čakaním , 2870.9708054750276
Linka C , Malý , Bez čakania , 1538.4193034268922
Linka A , Veľký , S čakaním , 1188.066002244608
Linka A , Malý , Bez čakania , 459.63346826663224
Linka A , Malý , S čakaním , 3206.7402440991914
Linka A , Malý , S čakaním , 3121.7874557403484
Linka C , Veľký , Bez čakania , 2462.3331859303094
Linka B , Malý , S čakaním , 2701.598398880123
Linka B , Veľký , S čakaním , 3155.6132842630614
Linka A , Malý , S čakaním , 645.4310071628612
Linka A , Malý , S čakaním , 1407.073468092322
Linka A , Malý , S čakaním , 868.3060577761844
Linka C , Veľký , Bez čakania , 2895.9746472019324
Linka B , Veľký , S čakaním , 1697.1673824530071
Linka A , Veľký , Bez čakania , 822.0656196888257
Linka A , Malý , S čakaním , 1267.4792223353795
Linka C , Veľký , S čakaním , 3166.5831383390478
Linka A , Malý , S čakaním , 479.96025612341214
Linka A , Malý , Bez čakania , 3045.2086141882514
Linka A , Malý , S čakaním , 1534.4736425473388
Linka A , Veľký , S čakaním , 2510.706986406348
Linka B , Malý , S čakaním , 1913.1489869711681
Linka B , Malý , Bez čakania , 362.99697679816194
Linka B , Malý , S čakaním , 3284.8835615863068
Linka B , Veľký , S čakaním , 502.40141307542865
Linka C , Veľký , S čakaním , 3304.2321273773473
Linka C , Malý , Bez čakania , 1496.437745221454
Linka A , Veľký , S čakaním , 2282.174347920589
Linka A , Malý , S čakaním , 2793.5011640159773
Linka B , Malý , S čakaním , 2899.549533105329
Linka B , Veľký , Bez čakania , 2911.276080676041
Linka B , Veľký , S čakaním , 2912.8711269750397
Linka C , Veľký , Bez čakania , 543.5988513777164
Linka A , Veľký , Bez čakania , 2485.356629604644
Linka B , Veľký , Bez čakania , 3472.640873941523
Linka B , Malý , Bez čakania , 1077.272540202138
Linka C , Malý , S čakaním , 1948.8660633783934
Linka A , Veľký , Bez čakania , 2941.6946381594844
Linka C , Veľký , Bez čakania , 990.9075885369076
Linka B , Malý , S čakaním , 2228.1743232423028
Linka B , Veľký , Bez čakania , 1562.548634662589
Linka C , Malý , Bez čakania , 1586.1865476865878
Linka B , Malý , Bez čakania , 600.9881962508655
Linka B , Veľký , Bez čakania , 1792.352568253241
Linka B , Malý , S čakaním , 2643.43092992134
Linka B , Veľký , S čakaním , 2347.153048471387
Linka A , Malý , Bez čakania , 2579.637244605668
Linka A , Veľký , S čakaním , 177.9546834659274
Linka A , Malý , Bez čakania , 654.6978628474556
Linka C , Veľký , S čakaním , 3347.216132076518
Linka C , Malý , S čakaním , 1712.1611059399809
Linka C , Veľký , Bez čakania , 616.9710460562999
Linka B , Malý , S čakaním , 3138.3701146055164
Linka A , Malý , Bez čakania , 470.94336463479766
Linka C , Veľký , S čakaním , 3532.6507322396315
Linka C , Veľký , Bez čakania , 999.3330397265945
Linka C , Malý , S čakaním , 1815.471406311775
Priemerný čas čakania, Percent nestihli
127.60233548249998 , 0.007055879272752606

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
Linka A , Malý , S čakaním , 1434.1265543771397
Linka A , Veľký , Bez čakania , 2661.442141562204
Linka A , Veľký , Bez čakania , 1097.9235460975983
Linka A , Malý , Bez čakania , 1831.1999278475785
Linka C , Malý , S čakaním , 147.3429471450944
Linka C , Veľký , S čakaním , 2254.40501626993
Linka B , Malý , Bez čakania , 3378.6116610224763
Linka A , Malý , Bez čakania , 996.7429301536552
Linka C , Veľký , Bez čakania , 1117.3914248303797
Linka C , Veľký , Bez čakania , 1145.6125763618286
Linka C , Malý , S čakaním , 2776.1229597393235
Linka B , Veľký , S čakaním , 2448.7290032180704
Linka B , Malý , S čakaním , 2801.1391391943152
Linka A , Malý , Bez čakania , 3331.2590965581144
Linka B , Malý , Bez čakania , 3527.93699389079
Linka C , Malý , S čakaním , 3186.2985380585396
Linka C , Malý , S čakaním , 1592.1932444847932
Linka A , Veľký , S čakaním , 658.5385319911779
Linka C , Veľký , Bez čakania , 1109.5131152101471
Linka B , Malý , Bez čakania , 2467.446005992274
Linka A , Malý , S čakaním , 2480.8740490074933
Linka A , Veľký , Bez čakania , 1654.5903696344685
Linka B , Veľký , S čakaním , 3363.0970183115555
Linka B , Veľký , Bez čakania , 3486.3075795590253
Linka C , Malý , Bez čakania , 1939.7336507959824
Linka C , Malý , Bez čakania , 1634.2991431647386
Linka B , Malý , S čakaním , 1617.199189854838
Linka B , Veľký , Bez čakania , 1675.4294507753127
Linka C , Veľký , Bez čakania , 1182.858728225693
Linka A , Malý , S čakaním , 987.7173261582143
Linka B , Malý , Bez čakania , 3548.751527963098
Linka B , Veľký , S čakaním , 3078.3314681063416
Linka B , Veľký , Bez čakania , 1340.9311855390838
Linka A , Malý , S čakaním , 1484.6404590469945
Linka A , Veľký , Bez čakania , 303.5877280218477
Linka C , Malý , Bez čakania , 430.6832620235102
Linka A , Veľký , Bez čakania , 111.748178395541
Linka B , Malý , S čakaním , 1203.3755084659676
Linka B , Veľký , S čakaním , 18.78465748297522
Linka A , Veľký , S čakaním , 1020.4286516959456
Linka C , Veľký , S čakaním , 2355.9720334858694
Linka C , Malý , Bez čakania , 974.7574685030972
Linka B , Malý , Bez čakania , 3422.8792885075823
Linka B , Malý , Bez čakania , 3042.7228202176707
Linka B , Malý , Bez čakania , 3571.344163003547
Linka B , Veľký , S čakaním , 1771.8635738785626
Linka C , Veľký , Bez čakania , 2459.8836423441203
Linka A , Malý , S čakaním , 2484.936621198891
Linka B , Malý , S čakaním , 1354.1574673857199
Linka C , Veľký , Bez čakania , 441.95840547989735
Linka C , Malý , Bez čakania , 2913.44204921292
Linka A , Malý , Bez čakania , 1319.0207157005764
Linka C , Malý , S čakaním , 2031.9762321573207
Linka B , Veľký , S čakaním , 311.0908331475534
Linka B , Veľký , Bez čakania , 1864.2832325352517
Linka B , Malý , Bez čakania , 3164.7890021418075
Linka B , Veľký , S čakaním , 2978.392033610111
Linka B , Veľký , S čakaním , 2457.4333593021934
Linka B , Malý , S čakaním , 3381.904191044657
Linka C , Malý , Bez čakania , 1776.5521552807998
Linka C , Malý , Bez čakania , 2605.716296208707
Linka C , Veľký , Bez čakania , 2906.547616727616
Linka A , Malý , Bez čakania , 2929.5116290988594
Linka C , Veľký , S čakaním , 2804.255591108483
Linka A , Veľký , S čakaním , 2266.6419909423603
Linka B , Veľký , Bez čakania , 2693.8965289374923
Linka A , Malý , Bez čakania , 1533.554195516832
Linka B , Malý , S čakaním , 2907.5878293603264
Linka C , Veľký , Bez čakania , 1349.5794003208564
Priemerný čas čakania, Percent nestihli
159.85592908738312 , 0.022039270686143572

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
Linka B , Malý , Bez čakania , 2071.892263667026
Linka C , Veľký , Bez čakania , 124.62153856703964
Linka B , Veľký , S čakaním , 189.0975669252813
Linka C , Malý , Bez čakania , 2995.047414839659
Linka C , Malý , Bez čakania , 3090.431713226485
Linka C , Malý , Bez čakania , 1175.9800721771053
Linka B , Malý , Bez čakania , 228.17423992832443
Linka A , Veľký , S čakaním , 3440.437132707827
Linka B , Malý , Bez čakania , 2088.3965009020294
Linka B , Veľký , Bez čakania , 2179.532210975754
Linka A , Malý , Bez čakania , 2907.0033183345076
Linka B , Veľký , Bez čakania , 1649.280885424801
Linka B , Veľký , S čakaním , 3030.5923601910918
Linka B , Malý , S čakaním , 3353.645899658342
Linka A , Veľký , S čakaním , 1729.7555583195576
Linka B , Veľký , S čakaním , 2028.037457551785
Linka C , Veľký , S čakaním , 3344.2288565154972
Linka A , Veľký , Bez čakania , 2406.9102263491923
Linka B , Veľký , S čakaním , 191.8927682741724
Linka C , Malý , Bez čakania , 3174.5336456687537
Linka A , Veľký , S čakaním , 898.5473296430246
Linka C , Veľký , S čakaním , 2400.0433325604845
Linka C , Veľký , Bez čakania , 2814.363786241857
Linka C , Veľký , S čakaním , 2400.673475878771
Linka A , Veľký , Bez čakania , 3047.766069256152
Linka B , Veľký , S čakaním , 2652.0363463665926
Linka C , Veľký , Bez čakania , 223.04896861396983
Linka B , Veľký , Bez čakania , 941.6532223729035
Linka B , Veľký , Bez čakania , 990.2157189934559
Linka B , Veľký , Bez čakania , 3152.0599688094594
Linka B , Veľký , Bez čakania , 2592.066598652639
Linka A , Veľký , Bez čakania , 171.16501831535265
Linka B , Malý , Bez čakania , 853.6209617886662
Linka B , Veľký , S čakaním , 484.73774792939656
Linka B , Veľký , S čakaním , 2624.7091910343024
Linka A , Malý , Bez čakania , 1043.1825862525952
Linka A , Veľký , Bez čakania , 442.70292609386576
Linka C , Malý , S čakaním , 2405.495227225522
Linka C , Veľký , S čakaním , 1741.421915528005
Linka C , Veľký , S čakaním , 1565.8117350433056
Linka A , Malý , Bez čakania , 410.5512035223987
Linka A , Malý , S čakaním , 1749.606947826548
Linka C , Veľký , S čakaním , 826.2415080327219
Linka B , Malý , Bez čakania , 3368.410491053795
Linka B , Veľký , S čakaním , 415.75595097908814
Linka C , Veľký , Bez čakania , 3496.6870509187756
Linka B , Veľký , Bez čakania , 1437.6576701443955
Linka C , Malý , S čakaním , 2639.5553751554016
Linka C , Veľký , Bez čakania , 2070.327609503649
Linka A , Malý , S čakaním , 3319.631117934658
Linka A , Malý , Bez čakania , 2972.106637406406
Linka B , Veľký , S čakaním , 272.3870727575167
Linka A , Veľký , Bez čakania , 3549.934610809583
Linka C , Malý , S čakaním , 1244.2708316202538
Linka A , Veľký , S čakaním , 1126.638668376756
Linka C , Veľký , S čakaním , 2478.952921999632
Linka A , Veľký , Bez čakania , 3253.4586488866307
Linka A , Veľký , Bez čakania , 1220.938595157545
Linka B , Malý , S čakaním , 2799.619849345759
Linka B , Malý , S čakaním , 1016.9084323417665
Linka C , Malý , S čakaním , 1870.4438013400522
Linka C , Veľký , Bez čakania , 190.74883480601574
Linka A , Veľký , S čakaním , 148.52492734691666
Linka C , Veľký , S čakaním , 2504.3608224371683
Linka A , Veľký , Bez čakania , 677.5251181324516
Linka A , Veľký , Bez čakania , 2534.1131391651884
Linka B , Veľký , S čakaním , 1303.0795927147337
Linka A , Malý , Bez čakania , 231.53861411446934
Linka A , Veľký , Bez čakania , 3593.896478748207
Linka B , Veľký , Bez čakania , 870.9837544547056
Priemerný čas čakania, Percent nestihli
145.1080944894903 , 0.02014220298531592

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
Linka A , Malý , S čakaním , 2383.5054834514876
Linka C , Veľký , Bez čakania , 3487.6034047217227
Linka A , Veľký , Bez čakania , 3035.841628573135
Linka C , Malý , S čakaním , 3085.474137085208
Linka C , Veľký , S čakaním , 3050.2708073911667
Linka B , Malý , S čakaním , 3500.784624951302
Linka A , Veľký , Bez čakania , 2583.530657759289
Linka A , Veľký , Bez čakania , 3124.2472423483646
Linka C , Veľký , Bez čakania , 1121.8334248670797
Linka C , Malý , Bez čakania , 1313.982931445145
Linka A , Malý , Bez čakania , 693.2186109045616
Linka B , Malý , S čakaním , 1105.1431698738088
Linka B , Malý , S čakaním , 2500.807084829263
Linka A , Malý , Bez čakania , 1616.6461505958262
Linka C , Malý , S čakaním , 1866.6374272785542
Linka B , Veľký , Bez čakania , 3211.8311289961557
Linka C , Malý , S čakaním , 1201.8685536462265
Linka B , Malý , S čakaním , 3565.0204837635324
Linka C , Malý , Bez čakania , 2605.249510743946
Linka C , Veľký , Bez čakania , 497.55619924151387
Linka A , Malý , Bez čakania , 3123.572897860474
Linka B , Veľký , S čakaním , 1525.7408057792252
Linka C , Veľký , Bez čakania , 2421.847950645546
Linka C , Veľký , Bez čakania , 600.2733399125825
