Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , S , NO WAIT , 2392.0
B , L , NO WAIT , 1008.0
C , L , NO WAIT , 206.0
C , S , NO WAIT , 2337.0
B , L , NO WAIT , 703.0
B , L , NO WAIT , 2080.0
C , L , NO WAIT , 1612.0
C , S , NO WAIT , 2672.0
B , L , NO WAIT , 3131.0
A , L , NO WAIT , 782.0
C , L , NO WAIT , 3346.0
A , L , NO WAIT , 2257.0
A , L , NO WAIT , 3291.0
A , L , NO WAIT , 995.0
A , L , NO WAIT , 3322.0
C , L , NO WAIT , 847.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
442.7676435705024 , 0.06489263631308463 , 0.0 , 14100000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , NO WAIT , 3480.0
A , S , NO WAIT , 1870.0
A , L , NO WAIT , 1728.0
C , L , NO WAIT , 3524.0
A , S , NO WAIT , 3042.0
A , S , NO WAIT , 428.0
A , S , NO WAIT , 801.0
A , L , NO WAIT , 766.0
A , L , NO WAIT , 2662.0
C , S , NO WAIT , 1937.0
B , S , NO WAIT , 1647.0
C , L , NO WAIT , 146.0
A , L , NO WAIT , 1319.0
C , L , NO WAIT , 932.0
A , S , NO WAIT , 1993.0
B , L , NO WAIT , 1198.0
A , S , NO WAIT , 2753.0
B , S , NO WAIT , 2515.0
A , S , NO WAIT , 439.0
B , L , NO WAIT , 2116.0
A , S , NO WAIT , 2337.0
C , S , NO WAIT , 2849.0
C , L , NO WAIT , 2779.0
C , L , NO WAIT , 1023.0
C , L , NO WAIT , 1742.0
B , L , NO WAIT , 560.0
C , L , NO WAIT , 1818.0
B , S , NO WAIT , 884.0
B , L , NO WAIT , 757.0
B , S , NO WAIT , 2427.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
459.69783073395837 , 0.05207276411845263 , 0.0 , 13200000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , L , NO WAIT , 850.0
B , L , NO WAIT , 2297.0
A , L , NO WAIT , 2377.0
B , L , NO WAIT , 456.0
A , S , NO WAIT , 493.0
A , S , NO WAIT , 1034.0
B , S , NO WAIT , 2130.0
A , L , NO WAIT , 502.0
A , S , NO WAIT , 2978.0
C , L , NO WAIT , 2160.0
C , S , NO WAIT , 3563.0
B , S , NO WAIT , 2984.0
C , L , NO WAIT , 2005.0
A , S , NO WAIT , 3179.0
B , S , NO WAIT , 2341.0
C , S , NO WAIT , 1748.0
B , S , NO WAIT , 989.0
A , L , NO WAIT , 2072.0
A , L , NO WAIT , 577.0
B , S , NO WAIT , 2996.0
A , L , NO WAIT , 222.0
C , S , NO WAIT , 3347.0
C , L , NO WAIT , 906.0
A , L , NO WAIT , 1052.0
C , L , NO WAIT , 2562.0
C , L , NO WAIT , 2553.0
A , L , NO WAIT , 3484.0
A , L , NO WAIT , 2516.0
A , L , NO WAIT , 2948.0
A , S , NO WAIT , 1247.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
554.0702670137916 , 0.06706322726509309 , 0.0 , 13425000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , L , NO WAIT , 1860.0
C , L , NO WAIT , 848.0
A , L , NO WAIT , 1130.0
C , S , NO WAIT , 1081.0
B , L , NO WAIT , 2536.0
A , S , NO WAIT , 1551.0
A , L , NO WAIT , 2290.0
A , L , NO WAIT , 968.0
B , S , NO WAIT , 3543.0
C , S , NO WAIT , 250.0
B , S , NO WAIT , 2417.0
A , L , NO WAIT , 81.0
C , L , NO WAIT , 3550.0
B , S , NO WAIT , 1972.0
B , L , NO WAIT , 1427.0
A , L , NO WAIT , 2090.0
A , S , NO WAIT , 3233.0
A , S , NO WAIT , 2704.0
A , S , NO WAIT , 734.0
A , S , NO WAIT , 21.0
C , L , NO WAIT , 2144.0
B , S , NO WAIT , 2878.0
B , S , NO WAIT , 1273.0
C , S , NO WAIT , 2224.0
C , S , NO WAIT , 2811.0
B , L , NO WAIT , 390.0
A , S , NO WAIT , 320.0
C , L , NO WAIT , 3258.0
C , S , NO WAIT , 303.0
A , L , NO WAIT , 1904.0
C , L , NO WAIT , 3340.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
512.8285905991145 , 0.06151148038912868 , 0.0 , 13295000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , S , NO WAIT , 1328.0
C , S , NO WAIT , 1048.0
C , L , NO WAIT , 3474.0
B , L , NO WAIT , 3405.0
A , L , NO WAIT , 1115.0
A , L , NO WAIT , 2073.0
C , S , NO WAIT , 333.0
A , L , NO WAIT , 3231.0
A , L , NO WAIT , 590.0
A , S , NO WAIT , 2306.0
C , S , NO WAIT , 1646.0
A , S , NO WAIT , 1789.0
A , S , NO WAIT , 2596.0
A , L , NO WAIT , 332.0
C , L , NO WAIT , 2185.0
C , L , NO WAIT , 670.0
B , S , NO WAIT , 488.0
C , S , NO WAIT , 1105.0
B , S , NO WAIT , 2977.0
C , S , NO WAIT , 2422.0
A , S , NO WAIT , 2085.0
A , S , NO WAIT , 31.0
A , S , NO WAIT , 2299.0
B , S , NO WAIT , 2235.0
B , L , NO WAIT , 1275.0
B , S , NO WAIT , 1886.0
C , L , NO WAIT , 2177.0
A , L , NO WAIT , 135.0
A , L , NO WAIT , 832.0
C , L , NO WAIT , 2933.0
B , S , NO WAIT , 2587.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
391.05050821326336 , 0.02800430687557957 , 0.0 , 13070000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , NO WAIT , 2071.0
B , L , NO WAIT , 873.0
A , L , NO WAIT , 1249.0
A , S , NO WAIT , 2344.0
C , S , NO WAIT , 72.0
C , L , NO WAIT , 2501.0
A , L , NO WAIT , 546.0
B , L , NO WAIT , 3513.0
C , L , NO WAIT , 3241.0
C , L , NO WAIT , 2526.0
C , L , NO WAIT , 2181.0
C , S , NO WAIT , 3459.0
B , L , NO WAIT , 961.0
B , L , NO WAIT , 1802.0
A , L , NO WAIT , 24.0
A , S , NO WAIT , 2302.0
A , L , NO WAIT , 1870.0
C , S , NO WAIT , 2310.0
C , L , NO WAIT , 1435.0
B , S , NO WAIT , 3309.0
C , S , NO WAIT , 1632.0
A , L , NO WAIT , 257.0
B , L , NO WAIT , 3205.0
A , L , NO WAIT , 1024.0
A , S , NO WAIT , 3561.0
B , S , NO WAIT , 1104.0
A , S , NO WAIT , 1215.0
A , S , NO WAIT , 2697.0
C , L , NO WAIT , 1975.0
A , L , NO WAIT , 2633.0
A , L , NO WAIT , 1333.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
466.81835038324317 , 0.025089625692415386 , 0.0 , 14420000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , S , NO WAIT , 1542.0
B , S , NO WAIT , 1784.0
C , S , NO WAIT , 1078.0
A , L , NO WAIT , 3574.0
A , L , NO WAIT , 237.0
A , L , NO WAIT , 886.0
B , L , NO WAIT , 3155.0
B , L , NO WAIT , 3004.0
B , S , NO WAIT , 2583.0
A , S , NO WAIT , 2744.0
A , L , NO WAIT , 1698.0
C , L , NO WAIT , 699.0
C , S , NO WAIT , 2310.0
B , S , NO WAIT , 2161.0
B , L , NO WAIT , 2022.0
A , S , NO WAIT , 1376.0
A , L , NO WAIT , 3090.0
A , L , NO WAIT , 2878.0
B , S , NO WAIT , 2504.0
C , L , NO WAIT , 3386.0
A , L , NO WAIT , 2005.0
A , L , NO WAIT , 585.0
C , L , NO WAIT , 3117.0
A , S , NO WAIT , 2065.0
A , L , NO WAIT , 1701.0
C , L , NO WAIT , 28.0
C , L , NO WAIT , 901.0
A , L , NO WAIT , 2443.0
B , S , NO WAIT , 1932.0
A , L , NO WAIT , 2227.0
B , S , NO WAIT , 571.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
485.1190304407631 , 0.04476259215771371 , 0.0 , 14195000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , L , NO WAIT , 1737.0
C , L , NO WAIT , 2823.0
C , S , NO WAIT , 1650.0
A , L , NO WAIT , 347.0
A , S , NO WAIT , 527.0
B , S , NO WAIT , 1494.0
A , L , NO WAIT , 2506.0
B , S , NO WAIT , 1412.0
A , S , NO WAIT , 1186.0
A , S , NO WAIT , 2383.0
A , L , NO WAIT , 377.0
C , S , NO WAIT , 1864.0
B , S , NO WAIT , 2565.0
B , S , NO WAIT , 1661.0
A , L , NO WAIT , 2126.0
A , S , NO WAIT , 357.0
B , S , NO WAIT , 1107.0
B , L , NO WAIT , 2071.0
C , L , NO WAIT , 1007.0
C , S , NO WAIT , 876.0
C , S , NO WAIT , 1973.0
C , S , NO WAIT , 2655.0
A , L , NO WAIT , 2580.0
C , S , NO WAIT , 2172.0
A , S , NO WAIT , 3105.0
A , L , NO WAIT , 2555.0
C , L , NO WAIT , 221.0
A , L , NO WAIT , 151.0
C , L , NO WAIT , 273.0
A , L , NO WAIT , 3379.0
B , S , NO WAIT , 875.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
593.1242747288284 , 0.06113729752241361 , 0.0 , 13070000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , NO WAIT , 3059.0
B , S , NO WAIT , 3162.0
A , L , NO WAIT , 3544.0
C , S , NO WAIT , 292.0
C , L , NO WAIT , 1676.0
A , L , NO WAIT , 1930.0
C , S , NO WAIT , 2882.0
A , S , NO WAIT , 1879.0
A , S , NO WAIT , 715.0
B , S , NO WAIT , 1042.0
A , S , NO WAIT , 613.0
B , L , NO WAIT , 1366.0
C , S , NO WAIT , 958.0
C , L , NO WAIT , 2394.0
C , L , NO WAIT , 489.0
B , S , NO WAIT , 1119.0
C , S , NO WAIT , 3239.0
A , L , NO WAIT , 1867.0
B , S , NO WAIT , 1967.0
C , L , NO WAIT , 1060.0
A , L , NO WAIT , 2286.0
C , L , NO WAIT , 1728.0
C , S , NO WAIT , 3447.0
B , L , NO WAIT , 2561.0
C , S , NO WAIT , 855.0
A , L , NO WAIT , 611.0
A , L , NO WAIT , 2911.0
A , L , NO WAIT , 803.0
A , L , NO WAIT , 2288.0
A , L , NO WAIT , 108.0
C , S , NO WAIT , 2297.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
444.5229312452917 , 0.04896030801264353 , 0.0 , 13745000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , S , NO WAIT , 442.0
C , S , NO WAIT , 438.0
C , S , NO WAIT , 67.0
B , S , NO WAIT , 269.0
B , L , NO WAIT , 2730.0
A , L , NO WAIT , 3438.0
A , L , NO WAIT , 1012.0
C , L , NO WAIT , 3180.0
B , S , NO WAIT , 3303.0
C , L , NO WAIT , 3007.0
B , L , NO WAIT , 1468.0
B , L , NO WAIT , 111.0
B , S , NO WAIT , 3167.0
C , L , NO WAIT , 2402.0
C , S , NO WAIT , 631.0
A , L , NO WAIT , 2247.0
A , L , NO WAIT , 3142.0
B , L , NO WAIT , 602.0
B , S , NO WAIT , 2342.0
C , L , NO WAIT , 2453.0
A , L , NO WAIT , 2045.0
A , L , NO WAIT , 1554.0
B , L , NO WAIT , 2120.0
B , S , NO WAIT , 1866.0
A , L , NO WAIT , 3421.0
B , L , NO WAIT , 2759.0
A , S , NO WAIT , 1893.0
C , L , NO WAIT , 2394.0
A , S , NO WAIT , 1998.0
A , L , NO WAIT , 1123.0
A , L , NO WAIT , 3448.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
590.3740191277525 , 0.04511942318407626 , 0.0 , 14420000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , L , NO WAIT , 2448.0
B , L , NO WAIT , 886.0
B , L , NO WAIT , 3440.0
A , S , NO WAIT , 466.0
C , L , NO WAIT , 2227.0
C , S , NO WAIT , 615.0
C , S , NO WAIT , 2392.0
B , L , NO WAIT , 3148.0
C , L , NO WAIT , 1477.0
A , S , NO WAIT , 3255.0
A , L , NO WAIT , 750.0
A , L , NO WAIT , 402.0
A , L , NO WAIT , 2432.0
C , S , NO WAIT , 1226.0
C , L , NO WAIT , 2164.0
B , L , NO WAIT , 234.0
A , L , NO WAIT , 438.0
C , L , NO WAIT , 3563.0
C , S , NO WAIT , 924.0
B , S , NO WAIT , 848.0
C , L , NO WAIT , 2814.0
B , S , NO WAIT , 1832.0
A , L , NO WAIT , 412.0
A , L , NO WAIT , 2840.0
C , L , NO WAIT , 590.0
A , L , NO WAIT , 891.0
A , L , NO WAIT , 2338.0
C , S , NO WAIT , 1714.0
C , S , NO WAIT , 745.0
B , L , NO WAIT , 1330.0
C , S , NO WAIT , 199.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
572.2697473985058 , 0.04055510252120518 , 0.0 , 14420000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , L , NO WAIT , 3458.0
C , S , NO WAIT , 3304.0
A , L , NO WAIT , 1056.0
A , S , NO WAIT , 2479.0
A , L , NO WAIT , 3216.0
A , S , NO WAIT , 403.0
B , L , NO WAIT , 47.0
A , L , NO WAIT , 2281.0
A , S , NO WAIT , 2085.0
C , L , NO WAIT , 1258.0
A , S , NO WAIT , 30.0
A , L , NO WAIT , 2837.0
B , S , NO WAIT , 683.0
C , S , NO WAIT , 3226.0
A , S , NO WAIT , 1338.0
C , S , NO WAIT , 1313.0
A , L , NO WAIT , 928.0
B , L , NO WAIT , 3534.0
B , S , NO WAIT , 797.0
B , L , NO WAIT , 2452.0
C , S , NO WAIT , 1358.0
A , S , NO WAIT , 1205.0
C , L , NO WAIT , 2518.0
B , L , NO WAIT , 1662.0
C , S , NO WAIT , 369.0
A , S , NO WAIT , 3338.0
A , S , NO WAIT , 2064.0
A , S , NO WAIT , 132.0
A , L , NO WAIT , 3472.0
B , S , NO WAIT , 990.0
A , L , NO WAIT , 2933.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
485.988272058413 , 0.04826607322448745 , 0.0 , 13070000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , L , NO WAIT , 2322.0
A , L , NO WAIT , 2976.0
B , S , NO WAIT , 191.0
A , L , NO WAIT , 2042.0
A , L , NO WAIT , 255.0
C , L , NO WAIT , 1683.0
B , S , NO WAIT , 837.0
A , S , NO WAIT , 3205.0
A , S , NO WAIT , 818.0
C , S , NO WAIT , 2293.0
B , L , NO WAIT , 1439.0
B , L , NO WAIT , 1449.0
C , S , NO WAIT , 65.0
A , L , NO WAIT , 629.0
A , L , NO WAIT , 3251.0
B , S , NO WAIT , 2734.0
C , S , NO WAIT , 3548.0
C , S , NO WAIT , 3057.0
A , L , NO WAIT , 2475.0
C , L , NO WAIT , 3474.0
A , L , NO WAIT , 1515.0
B , L , NO WAIT , 266.0
B , S , NO WAIT , 618.0
C , S , NO WAIT , 133.0
A , S , NO WAIT , 2841.0
A , L , NO WAIT , 3045.0
C , L , NO WAIT , 178.0
A , S , NO WAIT , 576.0
C , L , NO WAIT , 688.0
B , S , NO WAIT , 2222.0
B , L , NO WAIT , 3353.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
528.8693486420244 , 0.022555558999133255 , 0.0 , 13745000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , L , NO WAIT , 2653.0
C , L , NO WAIT , 1683.0
B , S , NO WAIT , 2206.0
B , L , NO WAIT , 1621.0
A , L , NO WAIT , 2253.0
B , S , NO WAIT , 2608.0
C , L , NO WAIT , 3592.0
C , L , NO WAIT , 2242.0
A , S , NO WAIT , 130.0
B , L , NO WAIT , 3187.0
B , S , NO WAIT , 1053.0
C , L , NO WAIT , 830.0
A , L , NO WAIT , 356.0
A , S , NO WAIT , 663.0
B , S , NO WAIT , 1391.0
A , S , NO WAIT , 1767.0
C , L , NO WAIT , 796.0
A , L , NO WAIT , 3325.0
B , S , NO WAIT , 1669.0
A , S , NO WAIT , 2021.0
A , L , NO WAIT , 3338.0
A , L , NO WAIT , 1849.0
C , S , NO WAIT , 2668.0
B , L , NO WAIT , 1708.0
B , L , NO WAIT , 231.0
C , L , NO WAIT , 1142.0
A , S , NO WAIT , 261.0
A , L , NO WAIT , 935.0
A , S , NO WAIT , 1995.0
A , S , NO WAIT , 529.0
C , L , NO WAIT , 2261.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
503.7965613970675 , 0.061616031966243115 , 0.0 , 13970000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , L , NO WAIT , 629.0
C , L , NO WAIT , 409.0
B , L , NO WAIT , 1354.0
A , L , NO WAIT , 1975.0
C , L , NO WAIT , 2273.0
B , L , NO WAIT , 408.0
C , S , NO WAIT , 166.0
A , L , NO WAIT , 244.0
B , L , NO WAIT , 1363.0
A , S , NO WAIT , 3085.0
A , S , NO WAIT , 947.0
C , S , NO WAIT , 185.0
A , L , NO WAIT , 2281.0
B , L , NO WAIT , 2724.0
C , L , NO WAIT , 856.0
A , S , NO WAIT , 2965.0
A , L , NO WAIT , 3291.0
C , L , NO WAIT , 2927.0
A , L , NO WAIT , 2700.0
C , L , NO WAIT , 3055.0
C , S , NO WAIT , 3450.0
C , L , NO WAIT , 78.0
A , S , NO WAIT , 1037.0
B , L , NO WAIT , 552.0
B , L , NO WAIT , 352.0
C , L , NO WAIT , 1636.0
A , L , NO WAIT , 895.0
C , S , NO WAIT , 2394.0
A , L , NO WAIT , 1439.0
A , S , NO WAIT , 1383.0
B , L , NO WAIT , 2464.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
437.29954897086816 , 0.03287676319408976 , 0.0 , 14870000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , S , NO WAIT , 1539.0
A , S , NO WAIT , 3150.0
A , L , NO WAIT , 2518.0
C , L , NO WAIT , 703.0
C , S , NO WAIT , 2478.0
C , L , NO WAIT , 1548.0
C , S , NO WAIT , 2922.0
A , L , NO WAIT , 432.0
B , L , NO WAIT , 2912.0
C , L , NO WAIT , 3375.0
B , S , NO WAIT , 429.0
A , L , NO WAIT , 3187.0
A , S , NO WAIT , 126.0
A , L , NO WAIT , 1221.0
A , L , NO WAIT , 735.0
A , L , NO WAIT , 2069.0
B , L , NO WAIT , 2041.0
B , S , NO WAIT , 2784.0
A , L , NO WAIT , 1516.0
A , L , NO WAIT , 2640.0
A , L , NO WAIT , 902.0
B , S , NO WAIT , 697.0
B , S , NO WAIT , 3208.0
B , L , NO WAIT , 1856.0
A , S , NO WAIT , 3127.0
B , S , NO WAIT , 1494.0
C , S , NO WAIT , 2136.0
B , L , NO WAIT , 1233.0
A , S , NO WAIT , 3474.0
B , L , NO WAIT , 54.0
B , S , NO WAIT , 2292.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
418.0320601398539 , 0.06024133626033552 , 0.0 , 13745000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , S , NO WAIT , 741.0
B , S , NO WAIT , 2454.0
B , L , NO WAIT , 989.0
C , L , NO WAIT , 2830.0
A , L , NO WAIT , 1552.0
A , L , NO WAIT , 1252.0
A , L , NO WAIT , 430.0
B , S , NO WAIT , 2929.0
A , L , NO WAIT , 3458.0
C , S , NO WAIT , 217.0
A , L , NO WAIT , 1624.0
C , L , NO WAIT , 2206.0
B , S , NO WAIT , 3024.0
A , S , NO WAIT , 1538.0
C , L , NO WAIT , 1582.0
A , L , NO WAIT , 2343.0
A , S , NO WAIT , 3391.0
B , L , NO WAIT , 2779.0
C , L , NO WAIT , 1549.0
A , L , NO WAIT , 2940.0
C , S , NO WAIT , 2308.0
C , S , NO WAIT , 651.0
A , L , NO WAIT , 2551.0
C , S , NO WAIT , 677.0
B , L , NO WAIT , 1846.0
A , S , NO WAIT , 1234.0
A , L , NO WAIT , 3491.0
B , S , NO WAIT , 1880.0
A , S , NO WAIT , 2651.0
C , S , NO WAIT , 2391.0
B , S , NO WAIT , 1369.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
422.8484249241662 , 0.0643394494063493 , 0.0 , 13520000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , S , NO WAIT , 1044.0
B , L , NO WAIT , 3494.0
B , S , NO WAIT , 767.0
A , L , NO WAIT , 152.0
A , L , NO WAIT , 2446.0
A , S , NO WAIT , 2682.0
C , L , NO WAIT , 105.0
B , L , NO WAIT , 3097.0
B , S , NO WAIT , 1592.0
B , L , NO WAIT , 942.0
C , L , NO WAIT , 2877.0
B , S , NO WAIT , 2444.0
C , L , NO WAIT , 1239.0
A , S , NO WAIT , 2643.0
A , L , NO WAIT , 722.0
A , L , NO WAIT , 2377.0
A , L , NO WAIT , 245.0
C , S , NO WAIT , 1739.0
A , S , NO WAIT , 2443.0
A , S , NO WAIT , 295.0
A , L , NO WAIT , 3004.0
C , L , NO WAIT , 2462.0
A , L , NO WAIT , 1258.0
C , L , NO WAIT , 734.0
C , L , NO WAIT , 602.0
A , L , NO WAIT , 1205.0
C , S , NO WAIT , 3458.0
A , S , NO WAIT , 106.0
A , S , NO WAIT , 3274.0
B , L , NO WAIT , 2906.0
C , S , NO WAIT , 2609.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
478.0578363046845 , 0.023409709058966877 , 0.0 , 13970000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , S , NO WAIT , 3069.0
A , L , NO WAIT , 876.0
C , S , NO WAIT , 2113.0
A , S , NO WAIT , 1133.0
C , S , NO WAIT , 86.0
B , L , NO WAIT , 551.0
A , S , NO WAIT , 105.0
B , L , NO WAIT , 131.0
B , L , NO WAIT , 3343.0
A , L , NO WAIT , 1111.0
C , L , NO WAIT , 1868.0
B , L , NO WAIT , 293.0
C , L , NO WAIT , 2091.0
C , S , NO WAIT , 1590.0
A , L , NO WAIT , 2037.0
B , S , NO WAIT , 141.0
C , S , NO WAIT , 1846.0
A , L , NO WAIT , 3113.0
A , S , NO WAIT , 414.0
C , L , NO WAIT , 722.0
A , S , NO WAIT , 1473.0
A , S , NO WAIT , 1284.0
C , S , NO WAIT , 3391.0
A , S , NO WAIT , 1799.0
B , S , NO WAIT , 481.0
C , L , NO WAIT , 475.0
A , L , NO WAIT , 82.0
A , L , NO WAIT , 2605.0
C , S , NO WAIT , 3271.0
A , L , NO WAIT , 2266.0
B , L , NO WAIT , 1688.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
553.799286671493 , 0.06354054338524841 , 0.0 , 13520000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
C , S , NO WAIT , 2667.0
A , S , NO WAIT , 539.0
B , L , NO WAIT , 3590.0
C , L , NO WAIT , 1202.0
C , S , NO WAIT , 3546.0
A , S , NO WAIT , 2429.0
B , L , NO WAIT , 1792.0
A , S , NO WAIT , 3094.0
C , S , NO WAIT , 2812.0
B , S , NO WAIT , 1529.0
A , L , NO WAIT , 3113.0
B , L , NO WAIT , 826.0
A , S , NO WAIT , 82.0
B , S , NO WAIT , 2939.0
C , L , NO WAIT , 3244.0
A , S , NO WAIT , 3549.0
C , S , NO WAIT , 1373.0
B , S , NO WAIT , 2829.0
A , S , NO WAIT , 2249.0
B , L , NO WAIT , 599.0
B , L , NO WAIT , 2405.0
A , L , NO WAIT , 1782.0
C , L , NO WAIT , 1977.0
B , S , NO WAIT , 1622.0
B , S , NO WAIT , 2413.0
A , L , NO WAIT , 3219.0
A , L , NO WAIT , 332.0
B , L , NO WAIT , 2669.0
A , L , NO WAIT , 1634.0
C , L , NO WAIT , 2823.0
A , L , NO WAIT , 829.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
574.2850042784994 , 0.05069297100896003 , 0.0 , 13520000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
A , S , NO WAIT , 942.0
A , L , NO WAIT , 3533.0
B , S , NO WAIT , 845.0
C , S , NO WAIT , 2126.0
C , L , NO WAIT , 558.0
A , S , NO WAIT , 1971.0
C , S , NO WAIT , 2141.0
A , L , NO WAIT , 42.0
A , S , NO WAIT , 984.0
B , L , NO WAIT , 1559.0
C , L , NO WAIT , 3027.0
A , L , NO WAIT , 3393.0
A , S , NO WAIT , 51.0
B , L , NO WAIT , 543.0
B , L , NO WAIT , 3192.0
C , S , NO WAIT , 1534.0
A , L , NO WAIT , 209.0
A , L , NO WAIT , 1449.0
A , S , NO WAIT , 37.0
A , S , NO WAIT , 3180.0
B , S , NO WAIT , 210.0
C , S , NO WAIT , 2173.0
B , L , NO WAIT , 2681.0
C , L , NO WAIT , 1452.0
A , L , NO WAIT , 747.0
C , S , NO WAIT , 2335.0
C , S , NO WAIT , 974.0
A , S , NO WAIT , 2007.0
B , S , NO WAIT , 1046.0
C , L , NO WAIT , 3338.0
C , L , NO WAIT , 363.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
538.8842872055008 , 0.047696748978321594 , 0.0 , 13295000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , S , NO WAIT , 2025.0
A , S , NO WAIT , 2845.0
A , L , NO WAIT , 2962.0
A , S , NO WAIT , 3433.0
A , L , NO WAIT , 2220.0
C , L , NO WAIT , 1919.0
A , S , NO WAIT , 1885.0
B , L , NO WAIT , 172.0
C , S , NO WAIT , 747.0
B , L , NO WAIT , 1974.0
B , L , NO WAIT , 1015.0
B , S , NO WAIT , 1408.0
A , L , NO WAIT , 2221.0
C , L , NO WAIT , 1755.0
A , L , NO WAIT , 3313.0
B , L , NO WAIT , 213.0
B , L , NO WAIT , 641.0
A , S , NO WAIT , 778.0
B , S , NO WAIT , 470.0
A , L , NO WAIT , 596.0
B , L , NO WAIT , 463.0
B , L , NO WAIT , 1563.0
A , L , NO WAIT , 312.0
A , S , NO WAIT , 1331.0
A , S , NO WAIT , 2166.0
C , L , NO WAIT , 3493.0
C , S , NO WAIT , 3453.0
A , L , NO WAIT , 2410.0
B , S , NO WAIT , 3433.0
A , S , NO WAIT , 916.0
C , L , NO WAIT , 1504.0
Priemerný čas čakania, Percent nestihli, Zisk z microbusov, Náklady spoločnosti
542.6859243237974 , 0.0654988492445147 , 0.0 , 13970000

 
 
Linka autobusu, Typ, Stratégia vozenia, Čas vyslania
B , L , NO WAIT , 352.0
A , S , NO WAIT , 2556.0
A , S , NO WAIT , 1379.0
C , L , NO WAIT , 1398.0
A , S , NO WAIT , 2997.0
A , S , NO WAIT , 2701.0
C , L , NO WAIT , 119.0
C , L , NO WAIT , 2305.0
B , S , NO WAIT , 3023.0
B , S , NO WAIT , 1544.0
A , S , NO WAIT , 1535.0
C , L , NO WAIT , 1352.0
B , L , NO WAIT , 1963.0
B , S , NO WAIT , 870.0
A , L , NO WAIT , 2893.0
A , S , NO WAIT , 2464.0
C , L , NO WAIT , 623.0
C , S , NO WAIT , 1155.0
A , L , NO WAIT , 2327.0
A , S , NO WAIT , 658.0
B , S , NO WAIT , 1862.0
A , L , NO WAIT , 2601.0
A , L , NO WAIT , 678.0
A , L , NO WAIT , 1672.0
A , L , NO WAIT , 150.0
C , S , NO WAIT , 1966.0
C , L , NO WAIT , 3377.0
A , L , NO WAIT , 3519.0
C , S , NO WAIT , 2532.0
B , S , NO WAIT , 1860.0
C , S , NO WAIT , 558.0
